Gerando array de quaternions.... pronto!
Gerando array de vetores.... pronto!

(484.774, 795.8, -1040.34)
(-81.6291, -517.52, 322.067)
(-249.605, 197.675, 859.489)
(392.899, 986.475, 1005.26)
(-11.5627, 519.578, 421.673)
(127.43, 109.495, -985.388)
(-477.014, -143.496, 119.047)
(164.52, -481.588, -437.348)
(-562.68, 1133.25, -69.8109)
(-157.754, -265.951, 1081.25)
(621.885, -308.393, 873.047)
(336.784, -238.807, -787.231)
(917.95, 862.644, -104.071)
(-702.412, -1004.15, 624.456)
(-1223.05, 429.819, 3.83292)
(484.103, 24.7791, -250.186)
(569.242, -481.419, 596.961)
(647.208, -262.219, -121.955)
(-481.288, 519.997, -785.221)
(-692.184, 21.37, -290.341)
(-281.552, -208.211, 864.698)
(-643.126, 653.298, 183.376)
(353.206, -814.512, -847.66)
(347.326, -559.56, 440.367)
(290.255, -470.324, 1304.13)
(-570.699, 676.312, 666.617)
(-1164.26, -43.5594, -110.893)
(-488.638, 387.677, -60.3025)
(-445.609, 525.439, 268.917)
(-1298.4, 210.745, -24.5278)
(333.36, -44.4222, 462.804)
(129.071, -101.309, 892.15)
(-841.354, -378.27, -359.185)
(95.9526, -491.351, 490.971)
(-395.57, 882.071, -621.093)
(98.9179, -114.448, -305.556)
(1008.28, 63.1519, -94.6034)
(-84.8281, -129.293, 717.011)
(97.1188, -213.792, -273.505)
(215.352, 370.635, 589.095)
(339.322, -253.482, -741.307)
(708.406, -129.052, 262.619)
(258.486, -815.049, 610.609)
(325.016, 690.251, -77.6054)
(-1380.39, -249.903, 78.7838)
(71.6654, 152.876, 684.435)
(-308.282, -82.2977, 1032.84)
(-260.936, 490.192, 880.46)
(787.551, -723.871, 603.026)
(66.0755, -837.436, -584.378)
(895.442, 567.336, -64.5446)
(191.006, 647.862, 172.216)
(-995.706, 249.868, -277.501)
(-338.885, -168.728, 252.877)
(-3.96706, -1016.62, -851.144)
(-142.82, -595.853, 291.319)
(479.371, -626.11, -171.401)
(-43.9436, 765.008, -734.177)
(-605.593, -62.6367, -561.392)
(739.102, 751.834, 207.478)
(-42.1803, 843.468, -1059.82)
(-739.911, -308.643, -451.865)
(591.548, -392.831, -807.574)
(1159.66, -645.018, -248.9)
(-8.84828, 321.618, -947.491)
(-870.448, 223.178, 304.162)
(46.158, 243.606, 1374.46)
(219.409, -164.919, -550.345)
(-688.713, -226.108, -560.935)
(-1250.15, -748.276, 123.454)
(-650.838, -153.63, 26.67)
(482.493, 432.054, 761.411)
(-62.5441, 318.894, -395.854)
(664.994, 38.4174, 81.0824)
(-1003.6, 642.953, 430.271)
(896.699, -271.849, 621.883)
(862.281, -704.98, -59.4379)
(-728.182, -281.466, -425.104)
(353.144, 228.919, -1191.85)
(138.783, -529.599, 1261.71)
(-142.528, 1021.63, 785.211)
(-119.386, -211.204, -488.572)
(543.619, -784.783, -27.514)
(-46.3541, -554.241, -439.52)
(-688.634, 792.785, -126.02)
(-417.068, 431.304, 451.557)
(684.146, -129.115, 620.967)
(216.857, 868.529, 269.567)
(-946.279, -760.14, -182.903)
(326.289, -708.929, 136.462)
(1144.49, -713.449, 432.817)
(689.881, 786.885, 363.799)
(-372.503, 611.64, 925.65)
(-52.542, 595.092, 189.215)
(303.398, 644.144, 199.998)
(-248.509, 884.577, 941.607)
(492.114, -276.996, -91.5764)
(830.955, -267.446, 246.661)
(-628.93, 189.828, 740.535)
(337.647, -521.966, 324.393)
(-412.733, 1025.56, -313.313)
(-295.897, -109.981, -128.828)
(152.2, -484.424, -878.481)
(612.514, -152.01, 373.814)
(-294.957, -195.449, -68.8778)
(703.063, 115.398, -152.202)
(-689.031, -300.842, -404.548)
(363.868, -525.911, -422.468)
(392, -894.036, 388.587)
(197.596, 405.332, -620.295)
(-302.617, 534.107, 1263.84)
(697.704, 0.934018, 100.827)
(871.161, -31.484, 639.265)
(904.02, 436.815, 274.817)
(527.74, -1105.43, -85.9322)
(-770.738, -656.269, 149.787)
(300.191, -8.72828, -1018.66)
(388.749, 411.428, -406.778)
(-406.358, 784.36, 592.05)
(112.549, 12.4528, 440.949)
(-1086.32, -732.889, 201.908)
(68.8931, -453.334, 500.047)
(-233.979, -758.373, -145.992)
(-474.269, 751.443, -580.161)
(-674.773, 348.898, 329.815)
(572.297, 194.85, -888.303)
(-754.882, 856.859, -729.64)
(-672.958, 204.11, 593.614)
(-735.238, -545.274, -564.377)
(-161.704, -1134.49, -713.85)
(-792.75, 391.723, -468.355)
(155.776, 620.258, 700.726)
(1361.35, 2.51417, 311.996)
(-512.016, -186.361, -285.18)
(-739.631, 258.523, 475.616)
(-375.444, 44.2767, 1412.49)
(-162.73, 223.463, 609.497)
(940.212, -0.933348, -339.435)
(-291.165, 348.705, -236.502)
(233.192, -340.378, -529.18)
(364.572, 1024.83, 650.035)
(493.149, -896.091, 467.476)
(-139.072, -1106.62, 10.3556)
(-750.794, 458.416, -127.863)
(-148.836, -186.262, -1241.28)
(190.36, -389.465, 1305.27)
(1038.1, 677.165, 379.992)
(-424.034, -17.6824, -342.703)
(-343.518, -880.565, 136.978)
(-629.686, -263.23, -191.613)
(214.186, 1005.63, -247.876)
(312.752, 587.941, 346.964)
(497.217, -640.153, 461.851)
(882.747, 286.822, -111.926)
(-1122.7, 387.263, 310.291)
(-324.067, -654.953, 306.079)
(198.802, -1344.3, 399.433)
(1092.47, -154.953, -99.8209)
(670.343, 651.964, 703.756)
(507.748, 366.13, -28.942)
(724.873, 92.5278, -113.879)
(946.529, 694.345, 593.99)
(-7.67781, -564.725, -91.1906)
(307.539, -841.957, 139.221)
(144.647, 639.532, 741.658)
(-97.2018, -562.163, 407.688)
(449.598, 896.361, -560.964)
(-283.4, 189.067, -13.6221)
(-661.873, -397.366, -658.471)
(341.312, -594.484, 260.983)
(-323.206, 142.903, 71.1361)
(370.59, -532.168, -332.025)
(-737.75, 415.19, -110.768)
(-399.064, -593.677, -275.24)
(-327.905, -807.426, 586.947)
(147.967, 45.3115, -751.104)
(786.667, 554.654, 1023.55)
(386.126, -586.73, -60.1131)
(671.466, -745.144, 403.071)
(893.268, -524.594, -102.268)
(-620.675, -1040.16, 201.719)
(-818.099, 298.367, 537.451)
(-284.153, -267.715, -987.643)
(335.812, -110.484, -600.742)
(646.384, 770.125, 346.361)
(248.955, -83.8883, 371.81)
(-1010.17, 523.731, 680.621)
(-103.698, -296.966, 601.135)
(-755.436, -211.949, 188.635)
(98.5214, 798.242, -692.306)
(72.1697, 759.707, 321.657)
(59.6809, -386.382, -1000.86)
(-21.4239, 1090.04, -804.844)
(72.5656, 682.897, 612.616)
(-1013.94, 321.153, -158.781)
(-1244.24, -480.666, -208.874)
(-286.336, 874.41, -393.287)
(842.995, 209.026, 381.668)
(802.043, -1143.32, -12.8019)
(-513.361, 328.676, -81.5512)
(32.0717, 767.214, 500.453)
(438.671, 354.116, 1349.15)
(345.052, 263.299, 509.427)
(320.26, -796.481, -512.121)
(24.3989, 430.669, -276.107)
(-366.171, -384.786, -410.031)
(1233.65, 250.044, 145.984)
(172.884, -61.785, -1109.51)
(865.879, 23.3078, -702.687)
(132.222, 453.224, 753.187)
(757.575, -813.166, 602.045)
(-394.279, 790.01, -1054.55)
(-1213.9, -385.145, -242.308)
(391.833, 39.6948, 377.43)
(758.478, 271.234, -513.133)
(613.288, 272.428, 228.409)
(-729.93, -254.408, 721.863)
(-743.378, 80.3303, 69.3432)
(-10.78, -50.3146, -931.493)
(-634.128, -664.2, -175.374)
(192.541, 1020.61, 654.217)
(511.819, 396.923, -456.246)
(683.815, 57.9003, -1239.05)
(-435.275, -830.431, -590.249)
(-1138.78, 99.6105, -250.904)
(-524.812, -341.892, 19.4792)
(-408.338, -571.614, -231.274)
(-1270.43, -165.883, -298.915)
(449.897, -101.445, -338.513)
(377.95, -169.44, -807.031)
(-862.371, 485.619, -21.6808)
(278.076, 322.284, -557.217)
(-641.575, -650.57, 696.721)
(23.2267, 197.387, 277.032)
(931.416, -54.2675, 398.848)
(128.562, -86.359, -716.96)
(40.8141, 282.853, 219.709)
(327.512, -532.624, -373.935)
(148.755, 453.627, 707.829)
(762.746, 30.3575, -68.9785)
(500.533, 592.623, -708.681)
(216.233, -643.449, 356.821)
(-1271.67, 245.393, -544.768)
(239.315, -349.658, -563.406)
(-3.75756, -219.648, -1058.45)
(-60.9235, -722.512, -746.893)
(994.597, 496.29, -521.861)
(-7.59364, 971, 322.898)
(778.215, -542.278, 477.67)
(160.88, -673.812, 77.2137)
(-1054.32, -135.13, 31.9934)
(-236.976, 93.8557, -377.217)
(-128.429, 1222.43, 497.13)
(6.33434, 486.23, -473.123)
(477.954, 638.248, 124.048)
(-323.871, -512.997, 870.704)
(-725.74, 238.72, 319.594)
(683.488, -795.427, 233.908)
(-419.502, -491.833, 1191.03)
(-798.105, 444.276, 112.068)
(386.588, 600.822, 803.731)
(1109.18, 664.429, 388.666)
(-301.527, -27.263, 953.726)
(-772.782, -284.091, -471.278)
(393.853, -639.497, -1177.51)
(76.8905, 315.255, 522.418)
(-787.725, 396.533, 249.699)
(-1082.03, 705.41, -685.311)
(-598.639, 152.991, -257.155)
(623.481, -647.962, -436.616)
(-201.831, -186.366, 432.247)
(653.852, -75.0642, 130.807)
(-910.196, -719.393, -509.658)
(908.096, 295.512, 593.921)
(906.738, -494, 421.72)
(-705.308, -536.445, -70.3703)
(345.868, -666.352, -1016.84)
(164.085, 529.499, 1258.71)
(-214.246, 1268, -163.959)
(-101.946, -501.085, -189.956)
(593.73, -543.682, 513.865)
(-7.0861, -703.789, 84.5023)
(-737.875, 433.043, -621.788)
(-447.424, 602.309, 30.1321)
(686.715, 384.415, 500.973)
(157.96, 812.921, -433.872)
(-893.483, -712.346, 448.287)
(370.776, -385.105, 584.71)
(1185.43, -136.483, 763.101)
(634.621, 846.405, -329.133)
(-418.028, 1067.61, 234.821)
(-92.4965, 549.962, -285.803)
(259.411, 610.206, -327.605)
(-312.178, 1277.15, 47.7043)
(509.733, -234.685, 111.286)
(844.846, 29.1501, 328.999)
(-645.145, 626.687, 413.559)
(368.618, -119.78, 584.344)
(-476.401, 477.92, -930.009)
(-287.197, -183.753, -0.748529)
(189.584, -955.916, -282.564)
(618.465, 189.387, 345.906)
(-281.117, -201.283, 101.991)
(695.114, 8.96139, -217.984)
(-665.124, -533.499, -43.7736)
(400.292, -650.908, 59.555)
(446.621, -333.11, 890.804)
(175.15, -144.863, -732.421)
(-345.623, 1256.5, 525.248)
(695.437, 107.656, 41.658)
(866.845, 475.555, 437.036)
(871.714, 548.038, -152.819)
(599.168, -811.384, 700.372)
(-727.42, -394.43, 602.037)
(307.279, -713.317, -724.3)
(363.995, 20.5766, -594.097)
(-460.707, 950.746, -121.252)
(108.395, 327.211, 297.393)
(-1037.7, -427.393, 706.038)
(94.7372, 39.3847, 670.656)
(-183.085, -648.693, 443.696)
(-518.085, 92.7924, -921.5)
(-698.356, 444.915, 13.2796)
(564.633, -463.88, -787.767)
(-803.906, 46.6286, -1089.95)
(-688.975, 530.291, 301.689)
(-694.198, -821.077, 18.5299)
(-82.4882, -1312.22, 306.716)
(-813.253, -97.0509, -574.853)
(110.139, 941.027, 48.3819)
(1356.07, 292.29, 162.048)
(-496.78, -359.34, -47.9801)
(-758.217, 481.473, 182.727)
(-387.455, 1013.8, 979.865)
(-181.214, 581.117, 278.15)
(940.643, -193.564, -277.381)
(-311.575, 62.6503, -401.624)
(258.57, -602.779, -141.653)
(292.509, 1200.17, -282.418)
(-1105.64, 158.099, 131.451)
(-804.151, 624.273, -455.722)
(808.636, 367.348, -36.7264)
(266.192, -203.993, -1218.67)
(-762.575, 454.273, 1050.6)
(-132.946, -1040.05, 762.381)
(309.825, 244.19, -376.752)
(-546.923, 731.592, -278.946)
(187.204, 576.305, -367.881)
(746.573, -718.89, 210.793)
(202.119, -411.764, 594.534)
(-903.412, 35.8263, 229.976)
(-225.701, -896.623, 138.432)
(838.408, 852.148, 278.614)
(-423.958, 668.487, -32.4274)
(-1281.73, 583.343, -151.952)
(-694.024, -863.599, 1.03094)
(-38.3704, -617.653, 993.339)
(20.1916, -595.962, 192.661)
(-292.84, -678.161, 36.2322)
(-126.519, -901.331, 949.975)
(-419.171, 234.338, -310.919)
(-873.22, 177.532, -169.776)
(229.324, -165.668, 948.654)
(-501.752, 472.602, 128.753)
(614.942, -967.054, -83.2654)
(308.667, 142.828, 23.9245)
(223.489, 509.259, -848.686)
(-728.081, 76.9014, 44.7419)
(271.147, 224.913, 76.4022)
(-535.874, -172.57, -462.427)
(762.643, 382.029, -36.8316)
(-178.64, 509.403, -544.112)
(-617.981, 834.603, 159.693)
(156.107, -392.089, -640.314)
(-264.84, -562.983, 1259.78)
(-660.463, -70.1882, -236.263)
(-1066.29, -79.4286, 159.055)
(-877.452, -531.008, -178.026)
(-539.132, 1054.73, -323.635)
(540.38, 716.887, 491.146)
(207.734, 29.0796, -1041.08)
(-110.502, -425.913, -540.606)
(164.152, -770.543, 714.275)
(-302.343, -43.6307, 337.556)
(785.853, 819.801, 684.352)
(-339.718, 420.881, 409.58)
(194.852, 782.803, -20.9939)
(764.452, -676.12, -290.96)
(476.764, -300.228, 606.949)
(-70.9964, -204.713, -1052.44)
(1091.62, -747.963, -292.148)
(337.718, -168.859, 839.253)
(852.088, 636.966, -156.976)
(355.746, 1177.05, -557.497)
(955.392, -294.189, -43.9791)
(-397.824, -664.426, 547.975)
(-1342.1, -143.086, -359.035)
(563.414, 246.162, -13.6653)
(456.777, -211.237, 766.05)
(-320.605, -76.0943, 1424.59)
(-116.491, -236.022, 615.327)
(-669.683, -69.9385, -738.816)
(402.089, -308.728, -72.9205)
(5.09627, 341.995, -577.305)
(-515.98, -1083.72, 406.275)
(-238.263, 1027.02, -391.378)
(-441.422, 450.511, -919.916)
(411.401, -775.822, -137.964)
(-1008.7, -752.609, -117.145)
(779.499, 1094.8, -292.313)
(191.403, 563.835, 1151.55)
(-108.418, -467.886, -258.632)
(-155.191, 287.731, -897.379)
(-17.8626, -389.624, -591.932)
(176.7, -497.09, 916.671)
(417.378, 125.012, 611.588)
(-127.385, 902.986, -196.763)
(-314.097, 356.616, 805.112)
(876.296, -714.526, -477.775)
(74.0782, 293.321, -732.217)
(-378.171, 1014.41, -913.32)
(-591.119, 710.169, 611.32)
(584.975, 536.761, 859.873)
(-60.6444, 129.608, 610.099)
(-340.691, 348.459, 556.306)
(405.823, 626.123, 1083.57)
(-327.278, 212.107, -418.556)
(-398.695, 685.077, -441.098)
(821.629, 230.815, 501.628)
(105.392, 454.298, -523.632)
(-216.424, -483.117, 1019.82)
(190.07, -279.704, -43.435)
(-436.142, -626.683, -668.287)
(-202.731, 660.753, -245.607)
(252.214, -231.782, -112.292)
(-656.013, 292.273, -122.49)
(399.924, -736.409, -163.374)
(-328.304, -134.019, -679.498)
(228.518, 533.435, -875.894)
(-634.271, -379.92, 203.629)
(746.95, 850.275, 832.613)
(-471.743, 492.187, -179.356)
(-292.323, 1029.1, -155.151)
(-681.557, 759.824, 204.284)
(-64.9029, 227.075, -1205.03)
(892.67, -340.957, -366.13)
(-790.283, -646.815, -291.438)
(-662.183, -94.738, 195.975)
(365.433, 249.381, 967.026)
(155.767, 422.833, 64.8666)
(1186.7, -485.556, -337.578)
(382.527, 438.967, -348.262)
(357.693, -265.401, -672.909)
(-223.574, -738.53, 728.541)
(572.989, -126.132, 584.467)
(-993.851, -378.688, -153.068)
(-130.946, -1023.18, 878.85)
(768.297, 86.3232, 499.179)
(430.432, -895.917, -410.465)
(117.263, -686.665, -1156.52)
(203.625, -840.203, 503.836)
(57.5569, 666.01, 673.142)
(-856.611, 1053.52, -326.982)
(292.916, -534.269, -83.5116)
(734.303, -47.6072, 546.472)
(1053.86, 921.315, 422.62)
(384.7, 399.732, 374.33)
(-899.214, 279.033, -335.814)
(-31.8183, -358.104, 364.767)
(-352.93, -294.827, -488.656)
(-268.234, 753.094, 983.176)
(733.044, -790.089, 321.115)
(-31.0788, -1041.38, 398.261)
(-711.233, 489.893, 210.566)
(-837.59, -490.167, -809.813)
(947.66, -48.9565, 995.587)
(1014.22, 631.982, -502.545)
(-542.105, -59.8067, -10.3946)
(-136.625, -768.303, 550.642)
(-602.311, -231.77, 293.28)
(-41.2971, 873.314, -595.167)
(416.349, 619.63, -81.1456)
(715.692, -546.923, 242.871)
(626.054, 145.462, -678.921)
(-748.325, 579.695, 781.457)
(-36.7353, -509.666, 605.44)
(486.163, -1204.14, 565.596)
(832.069, -298.087, -668.041)
(910.067, 735.044, -34.3194)
(367.335, 285.694, -419.691)
(510.84, -23.3179, -534.294)
(1065.17, 715.414, -290.603)
(-21.6172, -564.113, 92.729)
(386.699, -804.194, 163.067)
(509.604, 792.485, 303.729)
(199.57, -419.501, 525.238)
(-28.4032, 659.229, -940.687)
(-249.172, 209.441, 101.467)
(-893.83, -480.183, -7.20829)
(468.8, -538.767, 167.255)
(-228.258, 192.157, 202.282)
(139.298, -639.363, -320.298)
(-687.74, 451.549, 228.134)
(-443.314, -596.399, 187.73)
(135.73, -580.909, 864.92)
(-325.722, -172.123, -672.594)
(1198.53, 713.377, 169.62)
(315.48, -621.393, -106.308)
(828.625, -682.694, 126.024)
(695.126, -630.265, -450.722)
(-311.067, -872.742, 805.87)
(-363.22, 520.322, 802.807)
(-791.897, -485.767, -514.569)
(-75.3543, -302.721, -623.337)
(672.503, 756.305, -326.516)
(425.026, -10.0089, 162.824)
(-449.009, 795.723, 960.828)
(290.196, -113.58, 602.653)
(-483.405, -67.8153, 642.58)
(-381.929, 570.105, -809.502)
(195.976, 804.578, -8.65968)
(-514.583, -641.709, -691.366)
(-564.536, 833.309, -907.371)
(372.669, 807.99, 234.907)
(-932.173, 379.942, 378.31)
(-1092.96, -375.239, 698.173)
(-521.282, 765.628, -378.595)
(889.676, 206.1, -256.91)
(716.125, -1188.85, -156.284)
(-483.885, 351.11, 144.206)
(268.346, 863.62, 149.166)
(1123.24, 646.774, 676.797)
(559.926, 348.079, 115.007)
(10.6777, -934.492, -354.723)
(-171.924, 336.613, -345.601)
(-510.246, -435.735, 7.19451)
(1063.03, 138.918, -675.571)
(545.087, -680.154, 710.619)
(16.3692, -205.952, 1096.07)
(-231.461, 832.449, -208.9)
(-1245.87, -73.9152, 199.93)
(1326.89, -133.255, 336.537)
(493.52, -724.233, -955.263)
(-393.068, 351.254, 140.288)
(111.286, 72.1622, 945.818)
(-263.951, 489.354, 439.74)
(-240.283, 74.0685, -1027.32)
(371.039, -71.2794, -648.939)
(534.549, -606.42, 465.66)
(-5.62059, -759.41, -545.253)
(157.621, 1217.17, -19.2561)
(276.624, 144.258, 728.241)
(450.006, -548.135, 1226.07)
(42.3276, -1090.9, -188.726)
(768.696, -343.878, -812.739)
(27.6096, -370.784, -504.434)
(-23.3461, -670.119, -312.034)
(693.818, -605.438, -939.636)
(-79.3309, -177.055, 538.189)
(194.932, -530.075, 709.843)
(740.14, 153.167, -639.306)
(404.071, -28.5441, 572.36)
(-518.714, -221.184, -1001.15)
(-53.3553, 323.518, -93.4716)
(-728.159, 419.504, 568.649)
(314.664, -470.809, 466.201)
(26.6629, 357.705, -35.7826)
(-271.09, -554.561, 386.978)
(-211.935, 809.087, -171.433)
(-310.687, 160.062, 682.14)
(557.954, 136.853, 879.729)
(-727.189, -220.993, -102.283)
(1102.63, -442.858, -749.816)
(1.71006, -551.434, 439.176)
(500.512, -810.407, 511.177)
(22.6405, -1016.31, 224.035)
(143.894, 293.075, 1183.75)
(423.29, 931.358, -23.6786)
(-1009.67, 61.0118, 323.557)
(-551.005, -426.832, -8.71006)
(408.693, -330.442, -924.472)
(401.99, -213.429, 10.5139)
(536.196, 1199.68, -176.758)
(589.432, 83.2311, 325.497)
(96.1789, 671.909, 436.437)
(-691.226, 63.4235, -802.725)
(311.875, 205.063, -739.263)
(-976.807, -301.4, 331.027)
(-824.23, 251.59, -1045.84)
(602.128, 218.085, -660.903)
(-292.431, 1034.84, 1.72061)
(-354.057, 1000.54, 834.48)
(-444.92, 487.782, -751.911)
(480.547, -683.113, -449.926)
(113.078, -1108.14, 842.529)
(-152.761, 574.598, -157.225)
(483.971, 267.864, -730.835)
(1385.88, -134.549, -446.416)
(543.187, -180.46, -346.821)
(-450.406, -610.753, 650.639)
(-279.96, 73.702, -422.488)
(-444.68, 175.83, 470.756)
(295.28, -1069.07, -612.888)
(193.608, 0.513712, 1107.8)
(486.494, -663.741, 752.881)
(-337.243, -432.047, -699.848)
(1069.4, -248.806, -626.173)
(-831.133, 4.00425, 1095.83)
(-336.029, 1245, 132.87)
(166.381, -385.737, -347.974)
(212.597, -728.124, 580.346)
(100.346, -681.954, -165.465)
(-219.774, 674.321, -784.6)
(-478.748, 568.615, -106.536)
(75.498, 129.475, 920.795)
(212.738, 907.185, 76.1249)
(-773.155, -781.126, -546.612)
(-30.2983, -596.726, 520.257)
(380.237, -477.281, 1278.21)
(478.326, 873.457, 485.542)
(-698.706, 919.518, 189.702)
(-4.24922, 621.267, -81.8887)
(262.045, 674.305, 153.675)
(-547.613, 1178.45, 205.521)
(346.369, -285.74, 354.501)
(383.367, -141.973, 809.771)
(-878.396, 456.312, 13.352)
(-92.3044, -351.305, 599.791)
(160.333, 818.792, -790.034)
